,cumsum,log10_cumsum,rolling,log10_rolling
2020-02-13,1,0.0,1.0,0.0
2020-02-14,3,0.477,1.5,0.176
2020-02-15,11,1.041,3.6666666666666665,0.564
2020-02-16,15,1.176,3.75,0.574
2020-02-18,18,1.255,3.6,0.556
2020-02-19,21,1.322,3.5,0.544
2020-02-20,22,1.342,3.5,0.544
2020-02-21,25,1.398,3.6666666666666665,0.564
2020-02-22,27,1.431,2.6666666666666665,0.426
2020-02-24,32,1.505,2.8333333333333335,0.452
2020-02-26,35,1.544,2.8,0.447
2020-02-28,36,1.556,2.75,0.439
2020-02-29,38,1.58,2.75,0.439
2020-03-01,40,1.602,2.6,0.415
2020-03-03,41,1.613,1.8,0.255
2020-03-04,45,1.653,2.0,0.301
2020-03-05,53,1.724,3.0,0.477
2020-03-06,59,1.771,3.8333333333333335,0.584
2020-03-07,64,1.806,4.333333333333333,0.637
2020-03-10,67,1.826,5.2,0.716
2020-03-11,73,1.863,5.6,0.748
2020-03-12,75,1.875,4.4,0.643
2020-03-13,77,1.886,3.6,0.556
2020-03-14,86,1.934,4.4,0.643
2020-03-15,90,1.954,4.333333333333333,0.637
2020-03-17,102,2.009,5.833333333333333,0.766
2020-03-18,109,2.037,6.0,0.778
2020-03-19,121,2.083,7.666666666666667,0.885
2020-03-20,128,2.107,8.5,0.929
2020-03-21,137,2.137,8.5,0.929
2020-03-22,141,2.149,8.5,0.929
2020-03-23,158,2.199,9.714285714285714,0.987
2020-03-24,176,2.246,10.571428571428571,1.024
2020-03-25,219,2.34,15.714285714285714,1.196
2020-03-26,243,2.386,17.428571428571427,1.241
2020-03-27,287,2.458,22.714285714285715,1.356
2020-03-28,352,2.547,30.714285714285715,1.487
2020-03-29,426,2.629,40.714285714285715,1.61
2020-03-30,439,2.642,40.142857142857146,1.604
2020-03-31,520,2.716,49.142857142857146,1.691
2020-04-01,587,2.769,52.57142857142857,1.721
2020-04-02,688,2.838,63.57142857142857,1.803
2020-04-03,782,2.893,70.71428571428571,1.85
2020-04-04,902,2.955,78.57142857142857,1.895
2020-04-05,1044,3.019,88.28571428571429,1.946
2020-04-06,1131,3.053,98.85714285714286,1.995
2020-04-07,1223,3.087,100.42857142857143,2.002
2020-04-08,1381,3.14,113.42857142857143,2.055
2020-04-09,1567,3.195,125.57142857142857,2.099
2020-04-10,1767,3.247,140.71428571428572,2.148
2020-04-11,1975,3.296,153.28571428571428,2.186
2020-04-12,2150,3.332,158.0,2.199
2020-04-13,2257,3.354,160.85714285714286,2.206
2020-04-14,2417,3.383,170.57142857142858,2.232
2020-04-15,2551,3.407,167.14285714285714,2.223
2020-04-16,2701,3.432,162.0,2.21
2020-04-17,2910,3.464,163.28571428571428,2.213
2020-04-18,3096,3.491,160.14285714285714,2.205
2020-04-19,3207,3.506,151.0,2.179
2020-04-20,3309,3.52,150.28571428571428,2.177
2020-04-21,3432,3.536,145.0,2.161
2020-04-22,3558,3.551,143.85714285714286,2.158
2020-04-23,3692,3.567,141.57142857142858,2.151
2020-04-24,3862,3.587,136.0,2.134
2020-04-25,3982,3.6,126.57142857142857,2.102
2020-04-26,4064,3.609,122.42857142857143,2.088
2020-04-27,4105,3.613,113.71428571428571,2.056
2020-04-28,4218,3.625,112.28571428571429,2.05
2020-04-29,4266,3.63,101.14285714285714,2.005
2020-04-30,4323,3.636,90.14285714285714,1.955
2020-05-01,4488,3.652,89.42857142857143,1.951
2020-05-02,4645,3.667,94.71428571428571,1.976
2020-05-03,4738,3.676,96.28571428571429,1.984
2020-05-04,4825,3.683,102.85714285714286,2.012
2020-05-05,4882,3.689,94.85714285714286,1.977
2020-05-06,4920,3.692,93.42857142857143,1.97
2020-05-07,4943,3.694,88.57142857142857,1.947
2020-05-08,4982,3.697,70.57142857142857,1.849
2020-05-09,5018,3.701,53.285714285714285,1.727
2020-05-10,5040,3.702,43.142857142857146,1.635
2020-05-11,5055,3.704,32.857142857142854,1.517
2020-05-12,5083,3.706,28.714285714285715,1.458
2020-05-13,5094,3.707,24.857142857142858,1.395
2020-05-14,5124,3.71,25.857142857142858,1.413
2020-05-15,5133,3.71,21.571428571428573,1.334
2020-05-16,5148,3.712,18.571428571428573,1.269
2020-05-17,5153,3.712,16.142857142857142,1.208
2020-05-18,5163,3.713,15.428571428571429,1.188
2020-05-19,5168,3.713,12.142857142857142,1.084
2020-05-20,5173,3.714,11.285714285714286,1.053
2020-05-21,5184,3.715,8.571428571428571,0.933
2020-05-22,5187,3.715,7.714285714285714,0.887
2020-05-23,5189,3.715,5.857142857142857,0.768
2020-05-24,5203,3.716,7.142857142857143,0.854
2020-05-25,5211,3.717,6.857142857142857,0.836
2020-05-26,5221,3.718,7.571428571428571,0.879
2020-05-27,5232,3.719,8.428571428571429,0.926
2020-05-28,5247,3.72,9.0,0.954
2020-05-29,5271,3.722,12.0,1.079
2020-05-30,5285,3.723,13.714285714285714,1.137
2020-05-31,5290,3.723,12.428571428571429,1.094
2020-06-01,5303,3.725,13.142857142857142,1.119
2020-06-02,5337,3.727,16.571428571428573,1.219
2020-06-03,5349,3.728,16.714285714285715,1.223
2020-06-04,5377,3.731,18.571428571428573,1.269
2020-06-05,5399,3.732,18.285714285714285,1.262
2020-06-06,5425,3.734,20.0,1.301
2020-06-07,5439,3.736,21.285714285714285,1.328
2020-06-08,5452,3.737,21.285714285714285,1.328
2020-06-09,5464,3.738,18.142857142857142,1.259
2020-06-10,5481,3.739,18.857142857142858,1.275
2020-06-11,5503,3.741,18.0,1.255
2020-06-12,5528,3.743,18.428571428571427,1.265
2020-06-13,5552,3.744,18.142857142857142,1.259
2020-06-14,5599,3.748,22.857142857142858,1.359
2020-06-15,5647,3.752,27.857142857142858,1.445
2020-06-16,5674,3.754,30.0,1.477
2020-06-17,5691,3.755,30.0,1.477
2020-06-18,5732,3.758,32.714285714285715,1.515
2020-06-19,5767,3.761,34.142857142857146,1.533
2020-06-20,5806,3.764,36.285714285714285,1.56
2020-06-21,5841,3.766,34.57142857142857,1.539
2020-06-22,5871,3.769,32.0,1.505
2020-06-23,5902,3.771,32.57142857142857,1.513
2020-06-24,5957,3.775,38.0,1.58
2020-06-25,6005,3.779,39.0,1.591
2020-06-26,6060,3.782,41.857142857142854,1.622
2020-06-27,6117,3.787,44.42857142857143,1.648
2020-06-28,6177,3.791,48.0,1.681
2020-06-29,6235,3.795,52.0,1.716
2020-06-30,6289,3.799,55.285714285714285,1.743
2020-07-01,6356,3.803,57.0,1.756
2020-07-02,6463,3.81,65.42857142857143,1.816
2020-07-03,6587,3.819,75.28571428571429,1.877
2020-07-04,6718,3.827,85.85714285714286,1.934
