,cumsum,log10_cumsum,rolling,log10_rolling
2020-02-20,2,0.301,2.0,0.301
2020-03-01,3,0.477,1.0,0.0
2020-03-17,4,0.602,1.0,0.0
2020-03-19,5,0.699,1.0,0.0
2020-03-20,6,0.778,1.0,0.0
2020-03-23,7,0.845,1.0,0.0
2020-03-24,10,1.0,1.5,0.176
2020-03-26,13,1.114,2.0,0.301
2020-03-27,17,1.23,2.75,0.439
2020-03-28,23,1.362,3.4,0.531
2020-03-29,27,1.431,3.5,0.544
2020-03-30,30,1.477,3.8333333333333335,0.584
2020-03-31,47,1.672,6.166666666666667,0.79
2020-04-01,76,1.881,9.428571428571429,0.974
2020-04-02,98,1.991,12.142857142857142,1.084
2020-04-03,117,2.068,14.285714285714286,1.155
2020-04-04,144,2.158,17.285714285714285,1.238
2020-04-05,160,2.204,19.0,1.279
2020-04-06,175,2.243,20.714285714285715,1.316
2020-04-07,199,2.299,21.714285714285715,1.337
2020-04-08,225,2.352,21.285714285714285,1.328
2020-04-09,251,2.4,21.857142857142858,1.34
2020-04-10,291,2.464,24.857142857142858,1.395
2020-04-11,335,2.525,27.285714285714285,1.436
2020-04-12,365,2.562,29.285714285714285,1.467
2020-04-13,379,2.579,29.142857142857142,1.465
2020-04-14,409,2.612,30.0,1.477
2020-04-15,440,2.643,30.714285714285715,1.487
2020-04-16,468,2.67,31.0,1.491
2020-04-17,484,2.685,27.571428571428573,1.44
2020-04-18,508,2.706,24.714285714285715,1.393
2020-04-19,524,2.719,22.714285714285715,1.356
2020-04-20,527,2.722,21.142857142857142,1.325
2020-04-21,547,2.738,19.714285714285715,1.295
2020-04-22,568,2.754,18.285714285714285,1.262
2020-04-23,580,2.763,16.0,1.204
2020-04-24,593,2.773,15.571428571428571,1.192
2020-04-25,607,2.783,14.142857142857142,1.151
2020-04-26,618,2.791,13.428571428571429,1.128
2020-04-27,626,2.797,14.142857142857142,1.151
2020-04-28,631,2.8,12.0,1.079
2020-04-29,644,2.809,10.857142857142858,1.036
2020-04-30,647,2.811,9.571428571428571,0.981
2020-05-01,650,2.813,8.142857142857142,0.911
2020-05-02,653,2.815,6.571428571428571,0.818
2020-05-04,654,2.816,4.666666666666667,0.669
2020-05-05,655,2.816,4.0,0.602
2020-05-06,656,2.817,2.0,0.301
2020-05-07,657,2.818,1.6666666666666667,0.222
2020-05-09,659,2.819,1.2,0.079
2020-05-10,660,2.82,1.1666666666666667,0.067
2020-05-12,661,2.82,1.2,0.079
2020-05-13,662,2.821,1.2,0.079
2020-05-14,663,2.822,1.2,0.079
2020-05-17,664,2.822,1.0,0.0
2020-05-22,665,2.823,1.0,0.0
2020-05-23,668,2.825,1.6666666666666667,0.222
2020-05-24,673,2.828,3.0,0.477
2020-05-25,678,2.831,3.5,0.544
2020-05-26,680,2.833,3.2,0.505
2020-05-27,688,2.838,4.0,0.602
2020-05-28,709,2.851,6.428571428571429,0.808
2020-05-29,735,2.866,10.0,1.0
2020-05-30,752,2.876,12.0,1.079
2020-05-31,764,2.883,13.0,1.114
2020-06-01,779,2.892,14.428571428571429,1.159
2020-06-02,785,2.895,15.0,1.176
2020-06-03,791,2.898,14.714285714285714,1.168
