,cumsum,log10_cumsum,rolling,log10_rolling
2020-01-30,1,0.0,1.0,0.0
2020-03-04,2,0.301,1.0,0.0
2020-03-10,3,0.477,1.0,0.0
2020-03-11,8,0.903,3.0,0.477
2020-03-14,9,0.954,2.3333333333333335,0.368
2020-03-18,10,1.0,1.0,0.0
2020-04-01,11,1.041,1.0,0.0
2020-04-02,12,1.079,1.0,0.0
2020-04-09,14,1.146,2.0,0.301
2020-04-11,16,1.204,2.0,0.301
2020-04-14,18,1.255,2.0,0.301
2020-04-15,20,1.301,2.0,0.301
2020-04-16,25,1.398,2.75,0.439
2020-04-17,31,1.491,3.4,0.531
2020-04-18,33,1.519,3.4,0.531
2020-04-19,34,1.531,3.0,0.477
2020-04-20,37,1.568,3.0,0.477
2020-04-21,38,1.58,2.857142857142857,0.456
2020-04-22,40,1.602,2.857142857142857,0.456
2020-04-23,41,1.613,2.2857142857142856,0.359
2020-04-24,42,1.623,1.5714285714285714,0.196
2020-06-05,43,1.633,1.0,0.0
