,cumsum,log10_cumsum,rolling,log10_rolling
2020-02-28,1,0.0,1.0,0.0
2020-03-12,2,0.301,1.0,0.0
2020-03-23,3,0.477,1.0,0.0
2020-03-24,4,0.602,1.0,0.0
2020-03-28,5,0.699,1.0,0.0
2020-03-30,11,1.041,2.6666666666666665,0.426
2020-03-31,14,1.146,3.3333333333333335,0.523
2020-04-01,15,1.176,2.75,0.439
2020-04-03,17,1.23,2.6,0.415
2020-04-04,18,1.255,2.6,0.415
2020-04-06,21,1.322,2.0,0.301
2020-04-07,27,1.431,2.6,0.415
2020-04-08,31,1.491,3.2,0.505
2020-04-09,33,1.519,3.0,0.477
2020-04-10,38,1.58,3.5,0.544
2020-04-11,41,1.613,3.8333333333333335,0.584
2020-04-13,45,1.653,4.0,0.602
2020-04-14,46,1.663,3.1666666666666665,0.501
2020-04-15,47,1.672,2.6666666666666665,0.426
2020-04-16,49,1.69,2.6666666666666665,0.426
2020-04-18,51,1.708,2.0,0.301
2020-04-21,56,1.748,2.5,0.398
2020-04-22,57,1.756,2.5,0.398
2020-04-23,58,1.763,2.25,0.352
2020-04-24,59,1.771,2.0,0.301
2020-04-25,62,1.792,2.2,0.342
2020-04-26,63,1.799,2.0,0.301
2020-04-27,66,1.82,2.142857142857143,0.331
2020-04-28,67,1.826,1.5714285714285714,0.196
2020-04-29,70,1.845,1.8571428571428572,0.269
2020-04-30,71,1.851,1.8571428571428572,0.269
2020-05-01,72,1.857,1.8571428571428572,0.269
2020-05-20,73,1.863,1.0,0.0
2020-05-23,74,1.869,1.0,0.0
2020-05-31,75,1.875,1.0,0.0
2020-06-02,76,1.881,1.0,0.0
2020-06-03,77,1.886,1.0,0.0
2020-06-05,78,1.892,1.0,0.0
2020-06-09,79,1.898,1.0,0.0
2020-06-10,80,1.903,1.0,0.0
2020-06-16,81,1.908,1.0,0.0
2020-06-29,82,1.914,1.0,0.0
2020-07-02,83,1.919,1.0,0.0
2020-07-03,86,1.934,1.6666666666666667,0.222
2020-07-06,87,1.94,1.6666666666666667,0.222
2020-07-07,89,1.949,1.75,0.243
2020-07-08,91,1.959,1.8,0.255
2020-07-11,93,1.968,1.75,0.243
2020-07-13,95,1.978,2.0,0.301
2020-07-14,96,1.982,1.75,0.243
2020-07-15,98,1.991,1.75,0.243
2020-07-16,101,2.004,2.0,0.301
2020-07-17,104,2.017,2.1666666666666665,0.336
2020-07-18,106,2.025,2.1666666666666665,0.336
2020-07-19,107,2.029,2.0,0.301
2020-07-20,111,2.045,2.2857142857142856,0.359
2020-07-21,118,2.072,3.142857142857143,0.497
2020-07-22,122,2.086,3.4285714285714284,0.535
2020-07-23,129,2.111,4.0,0.602
2020-07-24,159,2.201,7.857142857142857,0.895
2020-07-25,184,2.265,11.142857142857142,1.047
2020-07-26,198,2.297,13.0,1.114
2020-07-27,216,2.334,15.0,1.176
2020-07-28,231,2.364,16.142857142857142,1.208
2020-07-29,247,2.393,17.857142857142858,1.252
2020-07-30,253,2.403,17.714285714285715,1.248
2020-07-31,275,2.439,16.571428571428573,1.219
2020-08-01,290,2.462,15.142857142857142,1.18
2020-08-02,303,2.481,15.0,1.176
2020-08-03,312,2.494,13.714285714285714,1.137
2020-08-04,325,2.512,13.428571428571429,1.128
2020-08-05,331,2.52,12.0,1.079
2020-08-06,337,2.528,12.0,1.079
2020-08-07,341,2.533,9.428571428571429,0.974
2020-08-08,346,2.539,8.0,0.903
